,cell_id,drug_id,num_points
1570,A549,BRD-K56195681,22
1571,MCF7,BRD-K59875992,21
1572,HA1E,BRD-K52911425,19
1573,A375,BRD-K77625799,20
1574,MINO,BRD-K11357827,19
1575,TMD8,BRD-K18787491,19
1576,TMD8,BRD-K13514097,25
1577,A375,BRD-K32821942,16
1578,HS578T,BRD-K50140147,20
1579,MCF10A,BRD-K87737963,27
1580,SKBR3,BRD-K94176593,20
1581,HS578T,BRD-A87137733,17
1582,A549,BRD-K96550715,21
1583,A549,BRD-K52233191,21
1584,MCF7,BRD-K11267252,26
1585,MCF7,BRD-K40870905,21
1586,MCF7,BRD-K88025533,21
1587,A549,BRD-K19796430,22
1588,MCF7,BRD-K47554101,21
1589,MCF7,BRD-K63504947,21
1590,A549,BRD-K44876623,21
1591,BJAB,BRD-K36280065,19
1592,BJAB,BRD-K21680192,28
1593,MINO,BRD-K25835157,19
1594,HS578T,BRD-K99252563,20
1595,MDAMB231,BRD-K02708799,20
1596,MDAMB231,BRD-A21584801,20
1597,SKBR3,BRD-A41692738,20
1598,HS578T,BRD-K72636697,20
1599,A549,BRD-K82746043,21
1600,A549,BRD-K37991163,21
1601,A549,BRD-K63504947,21
1602,MDAMB231,BRD-K12502280,20
1603,HS578T,BRD-K85402309,17
1604,HS578T,BRD-K79404599,20
1605,HS578T,BRD-A58767537,17
1606,XC.L100.M,BRD-A25004090,19
1607,A375,BRD-K53737926,20
1608,A375,BRD-K38436528,20
1609,XC.L100.L,BRD-K59146805,19
1610,BT20,BRD-K13566078,20
1611,MCF7,BRD-K13390322,33
1612,MCF10A,BRD-K50140147,20
1613,MDAMB231,BRD-K57282030,20
1614,BT20,BRD-K90382497,20
1615,MCF10A,BRD-K78431006,31
1616,SKBR3,BRD-K99545815,17
1617,MCF7,BRD-A57382968,20
1618,A375,BRD-K51677086,16
1619,HT29,BRD-K32107296,16
1620,MCF7,BRD-K37720887,16
1621,SKBR3,BRD-K00337317,17
1622,MCF10A,BRD-A60245366,20
1623,SKBR3,BRD-K64890080,17
1624,MCF7,BRD-K45330754,19
1625,PC3,BRD-K68488863,18
1626,HT29,BRD-A90490067,18
1627,MDAMB231,BRD-K68174511,20
1628,MCF7,BRD-K28936863,20
1629,PC3,BRD-K99545815,19
1630,MDAMB231,BRD-K50168500,31
1631,MDAMB231,BRD-K72636697,20
1632,MCF10A,BRD-K07691486,31
1633,SKBR3,BRD-K99252563,17
1634,SKBR3,BRD-K56343971,17
1635,A375,BRD-K37687095,19
1636,MCF7,BRD-K42191735,28
1637,HT29,BRD-K57080016,20
1638,A375,BRD-K21718444,18
1639,HELA,BRD-K33211335,25
1640,HELA,BRD-K21361524,25
1641,HELA,BRD-K31111078,25
1642,A375,BRD-K11153516,18
1643,HELA,BRD-A34006693,25
1644,HELA,BRD-A29260609,25
1645,PC3,BRD-K99964838,19
1646,HELA,BRD-K80738081,30
1647,HELA,BRD-K20141153,25
1648,HA1E,BRD-K44827188,18
1649,PC3,BRD-K37687095,18
1650,HA1E,BRD-K99749624,19
1651,HA1E,BRD-K71035033,19
1652,HT29,BRD-K02113016,20
1653,HELA,BRD-A10039652,25
1654,HELA,BRD-K08799216,25
1655,HELA,BRD-A26095496,25
1656,HELA,BRD-K25630527,25
1657,HA1E,BRD-K50498985,18
1658,A549,BRD-K79254416,26
1659,HT29,BRD-K41895714,20
1660,MCF7,BRD-K73395020,20
1661,MCF7,BRD-K72414522,30
1662,A549,BRD-K57169635,18
1663,A549,BRD-K08832567,21
1664,A549,BRD-K62391742,21
1665,A549,BRD-A92537424,21
1666,A549,BRD-K89162000,24
1667,JURKAT,BRD-K54256913,18
1668,YAPC,BRD-K74065929,18
1669,HEK293,BRD-K93123848,18
1670,HEK293,BRD-K86797399,18
1671,YAPC,BRD-K66538826,18
1672,HEK293,BRD-K37764012,17
1673,THP1,BRD-A61304759,19
1674,YAPC,BRD-K77625799,20
1675,MCF7,BRD-K27182532,21
1676,A549,BRD-K20285085,26
1677,MINO,BRD-K70301465,19
1678,THP1,BRD-K81528515,24
1679,A549,BRD-K12787259,18
1680,THP1,BRD-K13646352,24
1681,MCF10A,BRD-K74514084,21
1682,HEK293,BRD-K73319509,18
1683,MCF10A,BRD-K49865102,27
1684,MDAMB231,BRD-K28392481,18
1685,YAPC,BRD-K28392481,18
1686,TMD8,BRD-K70401845,19
1687,A549,BRD-K62200014,20
1688,THP1,BRD-K92428153,30
1689,MCF7,BRD-K19352500,21
1690,A549,BRD-A03249105,21
1691,A549,BRD-A06935312,21
1692,MCF7,BRD-K79131256,27
1693,MDAMB231,BRD-K70511574,20
1694,SKBR3,BRD-K04853698,20
1695,MCF7,BRD-K19416115,21
1696,MCF7,BRD-K19796430,22
1697,TMD8,BRD-K08109215,19
1698,HS578T,BRD-K12502280,17
1699,MCF7,BRD-K85402309,17
1700,MCF7,BRD-K57252450,21
1701,MCF7,BRD-K34022604,21
1702,MCF7,BRD-K73999723,21
1703,MCF7,BRD-K08832567,21
1704,HS578T,BRD-K69932463,20
1705,HS578T,BRD-K40175214,20
1706,MDAMB231,BRD-K93788137,20
1707,HS578T,BRD-K64052750,17
1708,XC.L100.M,BRD-K15616905,19
1709,XC.L100.M,BRD-K51313569,19
1710,MCF10A,BRD-K93747373,20
1711,BT20,BRD-K50140147,20
1712,BT20,BRD-K59369769,20
1713,BT20,BRD-K72636697,20
1714,MDAMB231,BRD-K69932463,19
1715,A375,BRD-K41895714,21
1716,BT20,BRD-K87909389,19
1717,PC3,BRD-K66615216,16
1718,MCF7,BRD-K48722258,20
1719,A549,BRD-K68065987,26
1720,HT29,BRD-K24576554,18
1721,A375,BRD-K19687926,25
1722,HME1,BRD-K43389698,21
1723,HS578T,BRD-K49075727,17
1724,HS578T,BRD-K02708799,17
1725,SKBR3,BRD-K08799216,20
1726,HT29,BRD-K52751261,19
1727,HELA,BRD-A29623586,25
1728,MCF7,BRD-K02404261,21
1729,HELA,BRD-K17026858,25
1730,HELA,BRD-K29359156,25
1731,HT29,BRD-K99964838,19
1732,PC3,BRD-K93123848,18
1733,PC3,BRD-K09951645,20
1734,PC3,BRD-K87737963,19
1735,HA1E,BRD-K77625799,18
1736,HT29,BRD-K87737963,18
1737,HELA,BRD-K26657438,25
1738,HELA,BRD-K10845183,25
1739,HA1E,BRD-K43797669,21
1740,MCF10A,BRD-K01436366,20
1741,MDAMB231,BRD-K93747373,20
1742,MCF10A,BRD-K95435023,16
1743,SKBR3,BRD-K20285085,17
1744,PC3,BRD-K08109215,19
1745,HELA,BRD-K11196887,25
1746,HELA,BRD-K26701552,25
1747,HELA,BRD-K29656036,25
1748,A375,BRD-K52233191,17
1749,HELA,BRD-K11129031,25
1750,HELA,BRD-K08109215,30
1751,HELA,BRD-A33447119,25
1752,HELA,BRD-K86797399,18
1753,HELA,BRD-K73319509,18
1754,HA1E,BRD-K09951645,18
1755,HT29,BRD-K05804044,22
1756,HELA,BRD-K24943235,25
1757,HELA,BRD-K25140590,25
1758,HELA,BRD-K17944737,25
1759,HELA,BRD-K30466858,25
1760,A549,BRD-K83963101,19
1761,PC3,BRD-K99451608,16
1762,PC3,BRD-K90195324,16
1763,A549,BRD-A36331462,21
1764,THP1,BRD-K25412176,24
1765,THP1,BRD-K49865102,18
1766,TMD8,BRD-K92723993,19
1767,THP1,BRD-K53561341,16
1768,PC3,BRD-K23984367,21
1769,PC3,BRD-K44827188,18
1770,BJAB,BRD-K10916705,19
1771,MINO,BRD-A82772293,19
1772,MCF10A,BRD-K52751261,25
1773,THP1,BRD-K98548675,19
1774,MCF7,BRD-K55026842,21
1775,BJAB,BRD-K99964838,19
1776,A549,BRD-K19352500,21
1777,HS578T,BRD-K99545815,20
1778,A549,BRD-K29950728,21
1779,MCF7,BRD-K49456274,21
1780,A549,BRD-A74980173,21
1781,MCF7,BRD-K67102207,21
1782,MINO,BRD-K10916705,19
1783,TMD8,BRD-K62014504,19
1784,THP1,BRD-A77216878,24
1785,TMD8,BRD-A09722536,19
1786,TMD8,BRD-K88510285,24
1787,MINO,BRD-A30984645,19
1788,MDAMB231,BRD-K16189898,20
1789,A549,BRD-K84683831,21
1790,A549,BRD-K88025533,21
1791,MCF7,BRD-K61397605,21
1792,MCF7,BRD-K98493452,21
1793,A549,BRD-K12867552,21
1794,A375,BRD-K16478699,19
1795,XC.L100.L,BRD-K78431006,19
1796,MDAMB231,BRD-K01436366,20
1797,SKBR3,BRD-K50140147,17
1798,HT29,BRD-K70511574,24
1799,HT29,BRD-K54256913,18
1800,MCF7,BRD-K33226500,21
1801,MDAMB231,BRD-K59369769,31
1802,A375,BRD-K04887706,19
1803,HA1E,BRD-K41895714,19
1804,HT29,BRD-K93918653,21
1805,HT29,BRD-K81528515,19
1806,SKBR3,BRD-K68174511,17
1807,MCF10A,BRD-K85402309,16
1808,HT29,BRD-K32821942,16
1809,SKBR3,BRD-K12343256,20
1810,HA1E,BRD-K59369769,19
1811,HELA,BRD-A31521121,25
1812,HELA,BRD-A28467416,25
1813,HELA,BRD-A10070317,25
1814,HELA,BRD-K07881437,25
1815,A375,BRD-K42191735,18
1816,HELA,BRD-K99964838,30
1817,A375,BRD-K57169635,18
1818,A549,BRD-K81528515,27
1819,MCF7,BRD-K24576554,26
1820,SKBR3,BRD-K13566078,17
1821,HS578T,BRD-K48488978,17
1822,MCF10A,BRD-K92571446,19
1823,YAPC,BRD-K54256913,18
1824,YAPC,BRD-K60866521,18
1825,HELA,BRD-A30051119,25
1826,A375,BRD-K74305673,16
1827,HELA,BRD-K22134346,25
1828,HELA,BRD-K16757695,25
1829,MCF10A,BRD-K86797399,18
1830,HA1E,BRD-K05804044,19
1831,HUVEC.A,BRD-K86797399,18
1832,MCF10A,BRD-K82928847,18
1833,HT29,BRD-K08799216,18
1834,OCILY19,BRD-A79768653,19
1835,MCF10A,BRD-A58280226,21
1836,PC3,BRD-K86525559,16
1837,A549,BRD-K49456274,21
1838,TMD8,BRD-K11357827,19
1839,THP1,BRD-K62014504,19
1840,THP1,BRD-A09722536,19
1841,OCILY19,BRD-K21680192,16
1842,HEK293,BRD-K51544265,18
1843,PC3,BRD-K89162000,17
1844,A549,BRD-K60866521,26
1845,A549,BRD-K95412502,21
1846,HA1E,BRD-K23984367,19
1847,HA1E,BRD-K40175214,19
1848,MINO,BRD-A52530684,18
1849,MINO,BRD-K54606188,19
1850,BJAB,BRD-K60866521,25
1851,K562,BRD-K81418486,19
1852,BJAB,BRD-K98548675,19
1853,BJAB,BRD-K92428153,19
1854,MDAMB231,BRD-K99749624,26
1855,MCF10A,BRD-K71035033,21
1856,HBL1,BRD-K81418486,19
1857,THP1,BRD-A52530684,17
1858,A549,BRD-K31447894,21
1859,MCF7,BRD-K95412502,21
1860,THP1,BRD-A50998626,30
1861,MCF7,BRD-K83837640,21
1862,MCF10A,BRD-K64052750,27
1863,A549,BRD-K62858456,21
1864,A549,BRD-K99792991,21
1865,MCF7,BRD-K36280065,21
1866,A549,BRD-K65781196,21
1867,A549,BRD-K87782578,21
1868,MCF7,BRD-K66404838,21
1869,HS578T,BRD-K00337317,20
1870,HS578T,BRD-K76908866,20
1871,XC.L100.L,BRD-A12230535,19
1872,A375,BRD-K24616672,20
1873,XC.L100.L,BRD-K51313569,19
1874,A549,BRD-K33379087,18
1875,XC.L100.L,BRD-K51544265,19
1876,MDAMB231,BRD-K92723993,31
1877,MDAMB231,BRD-K58772419,20
1878,MDAMB231,BRD-K90382497,20
1879,SKBR3,BRD-K58772419,17
1880,SKBR3,BRD-K64800655,17
1881,MDAMB231,BRD-K85402309,20
1882,BT20,BRD-K63923597,20
1883,HS578T,BRD-A21584801,17
1884,BT20,BRD-K58772419,20
1885,BT20,BRD-K13390322,20
1886,PC3,BRD-K70511574,24
1887,HS578T,BRD-K95435023,17
1888,BT20,BRD-K16478699,20
1889,MCF10A,BRD-K15592317,20
1890,HA1E,BRD-K64800655,19
1891,HA1E,BRD-K82928847,18
1892,HELA,BRD-K28143534,25
1893,MCF7,BRD-K40738845,22
1894,HELA,BRD-K28183345,25
1895,HELA,BRD-K35629949,25
1896,PC3,BRD-K54256913,19
1897,MCF10A,BRD-K04801023,16
1898,MCF10A,BRD-K81528515,27
1899,SKBR3,BRD-K01436366,17
1900,SKBR3,BRD-K87909389,17
1901,HELA,BRD-A17883755,25
1902,HELA,BRD-A20126139,25
1903,MCF7,BRD-K02123250,22
1904,HELA,BRD-K18678457,25
1905,HELA,BRD-K25114078,25
1906,HELA,BRD-A31159102,25
1907,HELA,BRD-A11319535,25
1908,HELA,BRD-K33226500,25
1909,PC3,BRD-K52751261,19
1910,HT29,BRD-K45330754,19
1911,HT29,BRD-K76908866,18
1912,HA1E,BRD-K11267252,18
1913,HELA,BRD-A26334849,25
1914,HELA,BRD-K29673530,25
1915,HELA,BRD-K11399644,25
1916,JURKAT,BRD-K49865102,18
1917,MCF7,BRD-K28822270,22
1918,MCF7,BRD-K59317601,18
1919,HA1E,BRD-K74065929,18
1920,JURKAT,BRD-K93918653,18
1921,THP1,BRD-A82772293,24
1922,THP1,BRD-K79254416,18
1923,HEK293,BRD-K52751261,18
1924,YAPC,BRD-K77908580,21
1925,HA1E,BRD-K40738845,18
1926,A549,BRD-K84163249,21
1927,A375,BRD-K99545815,18
1928,A375,BRD-K66538826,18
1929,BJAB,BRD-K98039984,19
1930,MCF10A,BRD-K93123848,18
1931,MINO,BRD-K71223042,19
1932,THP1,BRD-K13514097,25
1933,MCF10A,BRD-K02708799,16
1934,A549,BRD-K11717138,21
1935,MCF7,BRD-K50498985,26
1936,MCF7,BRD-K71221037,21
1937,MINO,BRD-K30577245,19
1938,BJAB,BRD-K54606188,25
1939,THP1,BRD-K30577245,19
1940,THP1,BRD-K53972329,26
1941,HS578T,BRD-K07691486,20
1942,HS578T,BRD-K87909389,19
1943,MCF10A,BRD-K74065929,21
1944,A549,BRD-K24968862,21
1945,MCF7,BRD-K28360340,17
1946,TMD8,BRD-K70301465,25
1947,THP1,BRD-K62391742,30
1948,BJAB,BRD-A30984645,19
1949,MCF10A,BRD-K42191735,16
1950,MDAMB231,BRD-K42918627,20
1951,A549,BRD-A50998626,21
1952,A549,BRD-K86930074,21
1953,MCF7,BRD-K43966364,21
1954,MDAMB231,BRD-K02123250,20
1955,A549,BRD-K11267252,26
1956,BT20,BRD-K57282030,20
1957,HT29,BRD-K66615216,16
1958,MDAMB231,BRD-K78431006,30
1959,HT29,BRD-A84481105,16
1960,MDAMB231,BRD-K83963101,20
1961,MDAMB231,BRD-K15592317,20
1962,PC3,BRD-K40175214,19
1963,HT29,BRD-K93754473,19
1964,PC3,BRD-K85606544,24
1965,BT20,BRD-K93747373,20
1966,MCF7,BRD-K49669041,20
1967,MCF7,BRD-K63550407,20
1968,MCF7,BRD-A41692738,22
1969,BT20,BRD-K69932463,20
1970,HS578T,BRD-K43389698,17
1971,MCF10A,BRD-K43389698,16
1972,MCF7,BRD-K08799216,28
1973,HA1E,BRD-K80700417,18
1974,HELA,BRD-K17930269,25
1975,HELA,BRD-K53097745,25
1976,HELA,BRD-K17953908,25
1977,HELA,BRD-K36467523,25
1978,HELA,BRD-K17555800,25
1979,HELA,BRD-K26603252,25
1980,SKBR3,BRD-A79768653,17
1981,SKBR3,BRD-K02708799,20
1982,HELA,BRD-K09426783,25
1983,HELA,BRD-K31135544,25
1984,HT29,BRD-K56751279,18
1985,HELA,BRD-K80700417,18
1986,HELA,BRD-K09397065,25
1987,HA1E,BRD-K70511574,19
1988,PC3,BRD-K82928847,18
1989,PC3,BRD-K71035033,21
1990,HELA,BRD-K31627533,25
1991,HELA,BRD-A16347691,25
1992,PC3,BRD-K28392481,18
1993,MCF7,BRD-K93123848,18
1994,HT29,BRD-K42805893,18
1995,YAPC,BRD-K09132007,18
1996,THP1,BRD-K43002773,17
1997,TMD8,BRD-K10916705,19
1998,YAPC,BRD-K79254416,19
1999,MDAMB231,BRD-K40738845,25
2000,HEK293,BRD-K83963101,18
2001,HELA,BRD-K28392481,18
2002,THP1,BRD-K72703948,17
2003,BJAB,BRD-K18787491,19
2004,A549,BRD-K28822270,22
2005,HA1E,BRD-K79404599,19
2006,A375,BRD-K92723993,21
2007,PC3,BRD-A12230535,20
2008,A549,BRD-K73237276,21
2009,MINO,BRD-K71035033,19
2010,THP1,BRD-K21680192,29
2011,MINO,BRD-K81418486,25
2012,TMD8,BRD-K19540840,19
2013,TMD8,BRD-K30577245,19
2014,SKBR3,BRD-K81528515,20
2015,MDAMB231,BRD-K04833372,20
2016,SKBR3,BRD-K12502280,20
2017,HS578T,BRD-K03063480,17
2018,A549,BRD-K59325863,21
2019,MCF7,BRD-K66615216,21
2020,MDAMB231,BRD-K66538826,25
2021,MDAMB231,BRD-K42191735,20
2022,A375,BRD-K36862742,20
2023,MDAMB231,BRD-A60245366,20
2024,BT20,BRD-K01436366,20
2025,HA1E,BRD-K85606544,19
2026,HT29,BRD-A74980173,16
2027,SKBR3,BRD-K15592317,17
2028,BT20,BRD-K68174511,20
2029,A375,BRD-K52911425,18
2030,HT29,BRD-K77625799,20
2031,HELA,BRD-K22848513,24
2032,A375,BRD-K56343971,21
2033,HELA,BRD-K28217197,25
2034,HA1E,BRD-K64890080,19
2035,HA1E,BRD-K57080016,18
2036,HT29,BRD-A12230535,20
2037,HELA,BRD-K17203476,25
2038,MDAMB231,BRD-K13390322,31
2039,HELA,BRD-K28761891,25
2040,HELA,BRD-K16508793,25
2041,HELA,BRD-K33852358,25
2042,PC3,BRD-K13390322,19
2043,A375,BRD-K16730910,18
2044,HELA,BRD-A24228527,25
2045,HELA,BRD-K28731095,25
2046,A375,BRD-K51544265,20
2047,YAPC,BRD-K74514084,18
2048,HELA,BRD-K49865102,18
2049,MCF10A,BRD-K83963101,25
2050,MCF10A,BRD-K77908580,18
2051,HA1E,BRD-K42805893,18
2052,MDAMB231,BRD-K73319509,25
2053,MDAMB231,BRD-K54256913,25
2054,TMD8,BRD-K40624912,19
2055,THP1,BRD-K94199083,19
2056,HELA,BRD-K54256913,18
2057,THP1,BRD-K74065929,18
2058,BJAB,BRD-A30655177,19
2059,A549,BRD-A87130939,21
2060,TMD8,BRD-K98548675,19
2061,MINO,BRD-K98039984,19
2062,BJAB,BRD-K08109215,19
2063,BJAB,BRD-K61567297,19
2064,BJAB,BRD-K19540840,19
2065,TMD8,BRD-K94199083,19
2066,TMD8,BRD-K45995181,17
2067,HS578T,BRD-K49328571,20
2068,MCF7,BRD-K85751432,21
2069,SKBR3,BRD-K87737963,20
2070,XC.L100.L,BRD-K37890730,19
2071,XC.L100.M,BRD-A63610676,19
2072,A549,BRD-K54256913,19
2073,MDAMB231,BRD-K50140147,20
2074,BT20,BRD-K19687926,20
2075,BT20,BRD-A79768653,20
2076,BT20,BRD-K04887706,20
2077,HT29,BRD-K53414658,18
2078,HT29,BRD-K83963101,19
2079,SKBR3,BRD-K78431006,17
2080,HT29,BRD-K02123250,19
2081,BT20,BRD-K05104363,20
2082,MDAMB231,BRD-K56751279,30
2083,MCF10A,BRD-K20285085,20
2084,HELA,BRD-A26032986,25
2085,PC3,BRD-K16730910,18
2086,HELA,BRD-K23363278,25
2087,HELA,BRD-A15909516,25
2088,SKBR3,BRD-K72636697,17
2089,HS578T,BRD-K04887706,20
2090,HT29,BRD-K80738081,19
2091,A375,BRD-K44827188,18
2092,HELA,BRD-K52751261,18
2093,HT29,BRD-K60866521,18
2094,HT29,BRD-K04887706,19
2095,HA1E,BRD-K81528515,19
2096,HT29,BRD-K19477839,18
2097,HELA,BRD-K08924299,25
2098,HELA,BRD-K23248433,25
2099,MCF10A,BRD-K73319509,21
2100,K562,BRD-K21680192,19
2101,YAPC,BRD-K33379087,18
2102,A375,BRD-K86525559,16
2103,HEK293,BRD-A58280226,18
2104,HEK293,BRD-K54256913,18
2105,A549,BRD-K08799216,18
2106,A549,BRD-K56751279,17
2107,THP1,BRD-K35458079,19
2108,OCILY3,BRD-K81418486,19
2109,MDAMB231,BRD-K41895714,31
2110,MDAMB231,BRD-K02113016,25
2111,YAPC,BRD-K73319509,18
2112,HELA,BRD-K77908580,18
2113,MINO,BRD-K53972329,19
2114,MCF7,BRD-K55478147,19
2115,A549,BRD-K41410256,21
2116,MCF7,BRD-A62025033,21
2117,MCF7,BRD-K42918627,17
2118,MCF7,BRD-K38852836,21
2119,HS578T,BRD-K13566078,20
2120,XC.L100.M,BRD-K70401845,19
2121,BT20,BRD-K99545815,20
2122,BT20,BRD-K79404599,20
2123,MDAMB231,BRD-K07691486,31
2124,PC3,BRD-K33226500,16
2125,A375,BRD-K92428232,19
2126,HA1E,BRD-K04887706,19
2127,MDAMB231,BRD-K67868012,20
2128,MDAMB231,BRD-K04887706,31
2129,HS578T,BRD-K68174511,20
2130,A375,BRD-K12184916,23
2131,A375,BRD-K28392481,18
2132,PC3,BRD-K12787259,17
2133,HELA,BRD-A29734509,25
2134,HELA,BRD-K09372874,25
2135,HELA,BRD-K19540840,25
2136,HELA,BRD-K23976833,25
2137,HELA,BRD-K08206212,25
2138,HS578T,BRD-K16478699,19
2139,MCF10A,BRD-K19540840,20
2140,HELA,BRD-K19352500,25
2141,HELA,BRD-K18779551,25
2142,HELA,BRD-K36386086,25
2143,HELA,BRD-K08703257,25
2144,HELA,BRD-K32247306,25
2145,HELA,BRD-A33711280,25
2146,HELA,BRD-A28787076,25
2147,A375,BRD-K86797399,18
2148,HELA,BRD-K45746021,18
2149,A549,BRD-A26503646,21
2150,YAPC,BRD-K99964838,18
2151,TMD8,BRD-K54606188,25
2152,THP1,BRD-K19295594,19
2153,MDAMB231,BRD-K92428232,25
2154,MINO,BRD-K92723993,19
2155,THP1,BRD-K81458380,18
2156,THP1,BRD-K98795921,19
2157,MCF7,BRD-K99023089,21
2158,MCF7,BRD-K87782578,21
2159,MCF7,BRD-K43586850,21
2160,A549,BRD-K82941592,21
2161,A375,BRD-K66615216,16
2162,MINO,BRD-A09722536,19
2163,BJAB,BRD-K81528515,19
2164,MINO,BRD-K21680192,23
2165,HS578T,BRD-K63068307,20
2166,HS578T,BRD-K64800655,20
2167,MDAMB231,BRD-K70401845,31
2168,XC.L100.M,BRD-K51544265,19
2169,BT20,BRD-K68065987,20
2170,MCF10A,BRD-K00337317,20
2171,MCF10A,BRD-K16189898,16
2172,MDAMB231,BRD-K19220233,20
2173,PC3,BRD-K08799216,18
2174,MCF7,BRD-K12787259,18
2175,PC3,BRD-K24576554,18
2176,MDAMB231,BRD-K57080016,31
2177,MCF10A,BRD-K97764662,20
2178,HELA,BRD-K29582115,25
2179,A375,BRD-A58955223,22
2180,HELA,BRD-A22769835,25
2181,HELA,BRD-K56301217,18
2182,HT29,BRD-K20001883,16
2183,HT29,BRD-K70301465,18
2184,HELA,BRD-A26690767,25
2185,HELA,BRD-K20920669,25
2186,HT29,BRD-K36740062,19
2187,MDAMB231,BRD-K03449891,31
2188,HELA,BRD-K12787259,18
2189,HT29,BRD-K13662825,18
2190,PC3,BRD-K60866521,18
2191,HT29,BRD-K37764012,18
2192,MDAMB231,BRD-K72414522,31
2193,MDAMB231,BRD-K81528515,31
2194,HBL1,BRD-A79768653,19
2195,HEK293,BRD-K40738845,18
2196,THP1,BRD-K11357827,19
2197,MCF7,BRD-K21718444,18
2198,MDAMB231,BRD-K05804044,25
2199,TMD8,BRD-K49328571,19
2200,MCF10A,BRD-K66538826,21
2201,MINO,BRD-K98548675,19
2202,MCF7,BRD-K42417338,21
2203,A375,BRD-K02123250,19
2204,MDAMB231,BRD-K04853698,20
2205,MDAMB231,BRD-K53972329,20
2206,SKBR3,BRD-K49075727,20
2207,A549,BRD-K02123250,19
2208,XC.L100.L,BRD-K19687926,19
2209,PC3,BRD-K78431006,22
2210,HS578T,BRD-K51313569,20
2211,SKBR3,BRD-K16189898,20
2212,MCF10A,BRD-K21680192,16
2213,MDAMB231,BRD-K46056750,20
2214,HELA,BRD-K28667793,25
2215,HELA,BRD-K34713073,25
2216,HA1E,BRD-K08109215,18
2217,SKBR3,BRD-A21584801,20
2218,HELA,BRD-K17075857,25
2219,HELA,BRD-K18673820,25
2220,HA1E,BRD-K87737963,18
2221,HELA,BRD-K09090949,25
2222,YAPC,BRD-K11267252,20
2223,MDAMB231,BRD-K77625799,18
2224,THP1,BRD-K93918653,18
2225,BJAB,BRD-K71035033,19
2226,A375,BRD-K50498985,18
2227,JURKAT,BRD-K52751261,18
2228,THP1,BRD-K44844162,30
2229,A375,BRD-K33226500,16
2230,THP1,BRD-K03390685,18
2231,HEK293,BRD-K92428232,18
2232,THP1,BRD-K64052750,29
2233,BJAB,BRD-K50495309,19
2234,A375,BRD-K70301465,18
2235,A375,BRD-A74980173,16
2236,BJAB,BRD-K45995181,19
2237,BJAB,BRD-A13689093,19
2238,SKBR3,BRD-K64052750,20
2239,MCF10A,BRD-K08799216,16
2240,MCF7,BRD-K99792991,21
2241,MINO,BRD-K19540840,19
2242,SKBR3,BRD-K93788137,20
2243,HS578T,BRD-K68065987,20
2244,XC.L100.M,BRD-K66175015,19
2245,A549,BRD-K40738845,18
2246,XC.L100.L,BRD-K16478699,19
2247,MCF10A,BRD-K99252563,19
2248,PC3,BRD-K04887706,19
2249,MCF10A,BRD-K46056750,20
2250,SKBR3,BRD-A58767537,20
2251,HELA,BRD-K08252256,25
2252,HELA,BRD-K28971625,25
2253,HELA,BRD-K35775715,25
2254,HA1E,BRD-K92428232,19
2255,HME1,BRD-K81418486,16
2256,MCF10A,BRD-K72414522,27
2257,HELA,BRD-K31385749,25
2258,HELA,BRD-K20285085,25
2259,A375,BRD-K52313696,20
2260,MCF7,BRD-K56751279,22
2261,A375,BRD-K53417444,18
2262,HA1E,BRD-K60866521,18
2263,PC3,BRD-K49075727,18
2264,HA1E,BRD-K86797399,18
2265,HT29,BRD-K49865102,21
2266,HELA,BRD-A26384407,25
2267,HT29,BRD-K28392481,18
2268,HT29,BRD-K72414522,18
2269,HEK293,BRD-K02113016,18
2270,THP1,BRD-K40738845,18
2271,THP1,BRD-K12787259,18
2272,MINO,BRD-K35458079,19
2273,THP1,BRD-K77625799,18
2274,A375,BRD-K37764012,18
2275,MINO,BRD-K64034691,19
2276,HEK293,BRD-K56301217,18
2277,MDAMB231,BRD-K53417444,18
2278,JURKAT,BRD-K82928847,18
2279,JURKAT,BRD-K45746021,18
2280,BJAB,BRD-K77503770,19
2281,MCF7,BRD-K03390685,21
2282,TMD8,BRD-K64034691,19
2283,A549,BRD-K17953908,21
2284,TMD8,BRD-K50495309,19
2285,THP1,BRD-K19687926,19
2286,HS578T,BRD-K04853698,17
2287,HA1E,BRD-K90370028,17
2288,SKBR3,BRD-K92571446,16
2289,MCF7,BRD-A45498368,20
2290,MCF7,BRD-K05236810,20
2291,A375,BRD-K68488863,18
2292,HS578T,BRD-K90382497,20
2293,MCF10A,BRD-K93788137,16
2294,SKBR3,BRD-K19220233,20
2295,HELA,BRD-K16077845,25
2296,HELA,BRD-K15916496,25
2297,HT29,BRD-K59317601,18
2298,HELA,BRD-K60866521,18
2299,HELA,BRD-K32744045,25
2300,HELA,BRD-A17411484,25
2301,A375,BRD-K93918653,20
2302,MCF7,BRD-K80700417,18
2303,HT29,BRD-K86797399,18
2304,HELA,BRD-K36740062,18
2305,THP1,BRD-K28392481,18
2306,HELA,BRD-K93918653,18
2307,TMD8,BRD-K25835157,19
2308,MINO,BRD-K99964838,19
2309,YAPC,BRD-K07691486,16
2310,YAPC,BRD-K80738081,19
2311,YAPC,BRD-K08109215,19
2312,MCF7,BRD-K01567962,17
2313,MDAMB231,BRD-A41692738,20
2314,BT20,BRD-K06569345,19
2315,MCF7,BRD-A60245366,18
2316,HS578T,BRD-K94176593,17
2317,SKBR3,BRD-K43389698,18
