,model,source drug,source cell,target drug,target cell,Spearman correlation
4575,Sagittarius,BRD-K17743125,A375,BRD-K17743125,A375,0.9078459211340392
4576,cvae,BRD-K17743125,PC3,BRD-K17743125,A549,0.7965653169466471
4577,cvae,BRD-K57545991,A549,BRD-K17743125,A549,0.7962723725670623
4578,Sagittarius,BRD-K17743125,PC3,BRD-K17743125,A549,0.907843413224326
4579,Sagittarius,BRD-K57545991,A549,BRD-K17743125,A549,0.906231943330682
4580,cvae,BRD-K17743125,HT29,BRD-K17743125,HA1E,0.8397364490919441
4581,cvae,BRD-K68065987,HA1E,BRD-K17743125,HA1E,0.8397273154258789
4582,Sagittarius,BRD-K17743125,HT29,BRD-K17743125,HA1E,0.8953304959659567
4583,Sagittarius,BRD-K68065987,HA1E,BRD-K17743125,HA1E,0.8942925035647437
4584,cvae,BRD-K17743125,YAPC,BRD-K17743125,HELA,0.8299105165627586
4585,cvae,BRD-K15976406,HELA,BRD-K17743125,HELA,0.8306813299892912
4586,cvae,BRD-K17743125,HELA,BRD-K17743125,HELA,0.830287998666177
4587,Sagittarius,BRD-K17743125,YAPC,BRD-K17743125,HELA,0.9689964311931656
4588,Sagittarius,BRD-K15976406,HELA,BRD-K17743125,HELA,0.9695263313490464
4589,Sagittarius,BRD-K17743125,HELA,BRD-K17743125,HELA,0.9697372715708764
4590,cvae,BRD-K17743125,A375,BRD-K17743125,HT29,0.7500969121095473
4591,cvae,BRD-K66175015,HT29,BRD-K17743125,HT29,0.7505907265875613
4592,cvae,BRD-K17743125,HT29,BRD-K17743125,HT29,0.7503813770603833
4593,Sagittarius,BRD-K17743125,A375,BRD-K17743125,HT29,0.8695535585253669
4594,Sagittarius,BRD-K66175015,HT29,BRD-K17743125,HT29,0.8690446452763435
4595,Sagittarius,BRD-K17743125,HT29,BRD-K17743125,HT29,0.8692294737323365
4596,cvae,BRD-K17743125,YAPC,BRD-K17743125,MCF7,0.779927420579775
4597,cvae,BRD-K99023089,MCF7,BRD-K17743125,MCF7,0.7805742496207461
4598,cvae,BRD-K17743125,MCF7,BRD-K17743125,MCF7,0.7796347520061178
4599,Sagittarius,BRD-K17743125,YAPC,BRD-K17743125,MCF7,0.9356414949864033
4600,Sagittarius,BRD-K99023089,MCF7,BRD-K17743125,MCF7,0.936784890150572
4601,Sagittarius,BRD-K17743125,MCF7,BRD-K17743125,MCF7,0.9365089944257636
4602,cvae,BRD-K17743125,HELA,BRD-K17743125,PC3,0.8279957178756538
4603,cvae,BRD-K64024097,PC3,BRD-K17743125,PC3,0.8277343693099994
4604,cvae,BRD-K17743125,PC3,BRD-K17743125,PC3,0.827287884411968
4605,Sagittarius,BRD-K17743125,HELA,BRD-K17743125,PC3,0.9137484566172897
4606,Sagittarius,BRD-K64024097,PC3,BRD-K17743125,PC3,0.9144307876538158
4607,Sagittarius,BRD-K17743125,PC3,BRD-K17743125,PC3,0.9143943748572904
4608,cvae,BRD-K17743125,MCF7,BRD-K17743125,YAPC,0.7717474657556315
4609,cvae,BRD-K78431006,YAPC,BRD-K17743125,YAPC,0.771457619382163
4610,cvae,BRD-K17743125,YAPC,BRD-K17743125,YAPC,0.7716648201887426
4611,Sagittarius,BRD-K17743125,MCF7,BRD-K17743125,YAPC,0.8204230556334744
4612,Sagittarius,BRD-K78431006,YAPC,BRD-K17743125,YAPC,0.8205772568033289
4613,Sagittarius,BRD-K17743125,YAPC,BRD-K17743125,YAPC,0.8197320719877332
4614,cvae,BRD-K17849083,HELA,BRD-K17849083,HELA,0.8395425511107992
4615,cvae,BRD-A17411484,HELA,BRD-K17849083,HELA,0.8401291710763813
4616,cvae,BRD-K17849083,HELA,BRD-K17849083,HELA,0.8399137602328892
4617,Sagittarius,BRD-K17849083,HELA,BRD-K17849083,HELA,0.971050377177755
4618,Sagittarius,BRD-A17411484,HELA,BRD-K17849083,HELA,0.9710819986480508
4619,Sagittarius,BRD-K17849083,HELA,BRD-K17849083,HELA,0.9706757429308904
4620,cvae,BRD-K17894950,A549,BRD-K17894950,A549,0.8123433338146682
4621,cvae,BRD-K87782578,A549,BRD-K17894950,A549,0.8121069617206838
4622,cvae,BRD-K17894950,A549,BRD-K17894950,A549,0.8121621229061897
4623,Sagittarius,BRD-K17894950,A549,BRD-K17894950,A549,0.9042079703949149
4624,Sagittarius,BRD-K87782578,A549,BRD-K17894950,A549,0.9050002517851554
4625,Sagittarius,BRD-K17894950,A549,BRD-K17894950,A549,0.9049439937900308
4626,cvae,BRD-K17894950,HELA,BRD-K17894950,HELA,0.840402372882828
4627,cvae,BRD-K28143534,HELA,BRD-K17894950,HELA,0.8408169220200881
4628,cvae,BRD-K17894950,HELA,BRD-K17894950,HELA,0.8399072884147292
4629,Sagittarius,BRD-K17894950,HELA,BRD-K17894950,HELA,0.967443124279774
4630,Sagittarius,BRD-K28143534,HELA,BRD-K17894950,HELA,0.9679218528149608
4631,Sagittarius,BRD-K17894950,HELA,BRD-K17894950,HELA,0.9679424228058816
4632,cvae,BRD-K17930269,HELA,BRD-K17930269,HELA,0.8397298105074094
4633,cvae,BRD-A27732521,HELA,BRD-K17930269,HELA,0.838957355073494
4634,cvae,BRD-K17930269,HELA,BRD-K17930269,HELA,0.8398008401548853
4635,Sagittarius,BRD-K17930269,HELA,BRD-K17930269,HELA,0.9620367380037844
4636,Sagittarius,BRD-A27732521,HELA,BRD-K17930269,HELA,0.9619691847938135
4637,Sagittarius,BRD-K17930269,HELA,BRD-K17930269,HELA,0.9619408216819174
4638,cvae,BRD-K17944737,HELA,BRD-K17944737,HELA,0.8397943939930907
4639,cvae,BRD-K29582115,HELA,BRD-K17944737,HELA,0.8402780357222426
4640,cvae,BRD-K17944737,HELA,BRD-K17944737,HELA,0.839931277116333
4641,Sagittarius,BRD-K17944737,HELA,BRD-K17944737,HELA,0.9625223488589773
4642,Sagittarius,BRD-K29582115,HELA,BRD-K17944737,HELA,0.9623447234275566
4643,Sagittarius,BRD-K17944737,HELA,BRD-K17944737,HELA,0.9622572223935248
4644,cvae,BRD-K17953908,A549,BRD-K17953908,A549,0.8246794851298562
4645,cvae,BRD-K32107296,A549,BRD-K17953908,A549,0.8248597082682686
4646,cvae,BRD-K17953908,A549,BRD-K17953908,A549,0.8250867863439044
4647,Sagittarius,BRD-K17953908,A549,BRD-K17953908,A549,0.917059391323642
4648,Sagittarius,BRD-K32107296,A549,BRD-K17953908,A549,0.9161364805492136
4649,Sagittarius,BRD-K17953908,A549,BRD-K17953908,A549,0.9162425375494858
4650,cvae,BRD-K17953908,A549,BRD-K17953908,HELA,0.8386612934455191
4651,cvae,BRD-K16762525,HELA,BRD-K17953908,HELA,0.8384593457797451
4652,cvae,BRD-K17953908,HELA,BRD-K17953908,HELA,0.8384740083925436
4653,Sagittarius,BRD-K17953908,A549,BRD-K17953908,HELA,0.9706899565572952
4654,Sagittarius,BRD-K16762525,HELA,BRD-K17953908,HELA,0.9708032871371448
4655,Sagittarius,BRD-K17953908,HELA,BRD-K17953908,HELA,0.9708109712185676
4656,cvae,BRD-K17075857,HELA,BRD-K18157228,HELA,0.8269446343140199
4657,Sagittarius,BRD-K17075857,HELA,BRD-K18157228,HELA,0.9706243724733652
4658,cvae,BRD-K18190982,A549,BRD-K18190982,A549,0.8221946982160084
4659,cvae,BRD-A75517195,A549,BRD-K18190982,A549,0.8228657212095061
4660,cvae,BRD-K18190982,A549,BRD-K18190982,A549,0.8228260500545812
4661,Sagittarius,BRD-K18190982,A549,BRD-K18190982,A549,0.932689608284964
4662,Sagittarius,BRD-A75517195,A549,BRD-K18190982,A549,0.9320852341145583
4663,Sagittarius,BRD-K18190982,A549,BRD-K18190982,A549,0.9315312490457036
4664,cvae,BRD-K18190982,A549,BRD-K18190982,MCF7,0.7815879518580626
4665,cvae,BRD-A68281735,MCF7,BRD-K18190982,MCF7,0.782109904954776
4666,cvae,BRD-K18190982,MCF7,BRD-K18190982,MCF7,0.782339074024188
4667,Sagittarius,BRD-K18190982,A549,BRD-K18190982,MCF7,0.9531223504791768
4668,Sagittarius,BRD-A68281735,MCF7,BRD-K18190982,MCF7,0.9542643024727946
4669,Sagittarius,BRD-K18190982,MCF7,BRD-K18190982,MCF7,0.9529581497409264
4670,cvae,BRD-K18194590,HELA,BRD-K18194590,HELA,0.8364088313340216
4671,cvae,BRD-K08703257,HELA,BRD-K18194590,HELA,0.8358819522151608
4672,cvae,BRD-K18194590,HELA,BRD-K18194590,HELA,0.8364661604824
4673,Sagittarius,BRD-K18194590,HELA,BRD-K18194590,HELA,0.9646868032232272
4674,Sagittarius,BRD-K08703257,HELA,BRD-K18194590,HELA,0.9646877140241972
4675,Sagittarius,BRD-K18194590,HELA,BRD-K18194590,HELA,0.9646335277805744
4676,cvae,BRD-K18324993,HELA,BRD-K18324993,HELA,0.8406863760190877
4677,cvae,BRD-K93918653,HELA,BRD-K18324993,HELA,0.8408910368454976
4678,cvae,BRD-K18324993,HELA,BRD-K18324993,HELA,0.8410780974052763
4679,Sagittarius,BRD-K18324993,HELA,BRD-K18324993,HELA,0.9714283916507545
4680,Sagittarius,BRD-K93918653,HELA,BRD-K18324993,HELA,0.9701551816919975
4681,Sagittarius,BRD-K18324993,HELA,BRD-K18324993,HELA,0.971503006775288
4682,cvae,BRD-K25394294,HELA,BRD-K18673820,HELA,0.8338328296272576
4683,Sagittarius,BRD-K25394294,HELA,BRD-K18673820,HELA,0.9695114634853256
4684,cvae,BRD-A34006693,HELA,BRD-K18678457,HELA,0.8296359485548569
4685,Sagittarius,BRD-A34006693,HELA,BRD-K18678457,HELA,0.967418737904507
4686,cvae,BRD-K36386086,HELA,BRD-K18779551,HELA,0.8253236779792872
4687,Sagittarius,BRD-K36386086,HELA,BRD-K18779551,HELA,0.9614179321278687
4688,cvae,BRD-K18787491,THP1,BRD-K18787491,BJAB,0.700884238293525
4689,cvae,BRD-K50495309,BJAB,BRD-K18787491,BJAB,0.6993700380950203
4690,Sagittarius,BRD-K18787491,THP1,BRD-K18787491,BJAB,0.8475114951581084
4691,Sagittarius,BRD-K50495309,BJAB,BRD-K18787491,BJAB,0.8470497767931493
4692,cvae,BRD-K18787491,MINO,BRD-K18787491,MINO,0.7366543685231188
4693,cvae,BRD-K13514097,MINO,BRD-K18787491,MINO,0.7346634409859244
4694,cvae,BRD-K18787491,MINO,BRD-K18787491,MINO,0.7349804766925744
4695,Sagittarius,BRD-K18787491,MINO,BRD-K18787491,MINO,0.7448247406948036
4696,Sagittarius,BRD-K13514097,MINO,BRD-K18787491,MINO,0.7440141085892451
4697,Sagittarius,BRD-K18787491,MINO,BRD-K18787491,MINO,0.7411338288035022
4698,cvae,BRD-K18787491,THP1,BRD-K18787491,THP1,0.7303779877262386
4699,cvae,BRD-K98795921,THP1,BRD-K18787491,THP1,0.728787953725846
4700,cvae,BRD-K18787491,THP1,BRD-K18787491,THP1,0.7287821361450025
4701,Sagittarius,BRD-K18787491,THP1,BRD-K18787491,THP1,0.8944049233436231
4702,Sagittarius,BRD-K98795921,THP1,BRD-K18787491,THP1,0.8945973396696689
4703,Sagittarius,BRD-K18787491,THP1,BRD-K18787491,THP1,0.8950927640846087
4704,cvae,BRD-K18787491,TMD8,BRD-K18787491,TMD8,0.6796495999861558
4705,cvae,BRD-K99964838,TMD8,BRD-K18787491,TMD8,0.6796067538560187
4706,cvae,BRD-K18787491,TMD8,BRD-K18787491,TMD8,0.6809435018035688
4707,Sagittarius,BRD-K18787491,TMD8,BRD-K18787491,TMD8,0.838622494607016
4708,Sagittarius,BRD-K99964838,TMD8,BRD-K18787491,TMD8,0.8381038447673418
4709,Sagittarius,BRD-K18787491,TMD8,BRD-K18787491,TMD8,0.8372626238601928
4710,cvae,BRD-K18850819,HELA,BRD-K18850819,HELA,0.8426935376214584
4711,cvae,BRD-K66538826,HELA,BRD-K18850819,HELA,0.8425483803203904
4712,cvae,BRD-K18850819,HELA,BRD-K18850819,HELA,0.8428499003400939
4713,Sagittarius,BRD-K18850819,HELA,BRD-K18850819,HELA,0.9698004439564634
4714,Sagittarius,BRD-K66538826,HELA,BRD-K18850819,HELA,0.9684518042835728
4715,Sagittarius,BRD-K18850819,HELA,BRD-K18850819,HELA,0.9701076340329096
4716,cvae,BRD-K18910433,MCF7,BRD-K18910433,A549,0.8110021537300036
4717,cvae,BRD-K54256913,A549,BRD-K18910433,A549,0.8112089312065549
4718,Sagittarius,BRD-K18910433,MCF7,BRD-K18910433,A549,0.9511117894083968
4719,Sagittarius,BRD-K54256913,A549,BRD-K18910433,A549,0.949632071364925
4720,cvae,BRD-K18910433,MCF7,BRD-K18910433,MCF7,0.755294936628425
4721,cvae,BRD-A25619068,MCF7,BRD-K18910433,MCF7,0.7537287887041746
4722,cvae,BRD-K18910433,MCF7,BRD-K18910433,MCF7,0.7547027620597442
4723,Sagittarius,BRD-K18910433,MCF7,BRD-K18910433,MCF7,0.9695107451070956
4724,Sagittarius,BRD-A25619068,MCF7,BRD-K18910433,MCF7,0.9703118779433824
4725,Sagittarius,BRD-K18910433,MCF7,BRD-K18910433,MCF7,0.9698457595117658
4726,cvae,BRD-K19220233,MCF10A,BRD-K19220233,HS578T,0.8605899043651928
4727,cvae,BRD-K56751279,HS578T,BRD-K19220233,HS578T,0.86039625653361
4728,cvae,BRD-K19220233,HS578T,BRD-K19220233,HS578T,0.8604766764108047
4729,Sagittarius,BRD-K19220233,MCF10A,BRD-K19220233,HS578T,0.8097091883699261
4730,Sagittarius,BRD-K56751279,HS578T,BRD-K19220233,HS578T,0.8098099601589359
4731,Sagittarius,BRD-K19220233,HS578T,BRD-K19220233,HS578T,0.8090606531806592
4732,cvae,BRD-K19220233,MDAMB231,BRD-K19220233,MCF10A,0.8177640427566152
4733,cvae,BRD-K71035033,MCF10A,BRD-K19220233,MCF10A,0.8183177391913599
4734,cvae,BRD-K19220233,MCF10A,BRD-K19220233,MCF10A,0.8178206791831288
4735,Sagittarius,BRD-K19220233,MDAMB231,BRD-K19220233,MCF10A,0.8231937057700698
4736,Sagittarius,BRD-K71035033,MCF10A,BRD-K19220233,MCF10A,0.8228389616204443
4737,Sagittarius,BRD-K19220233,MCF10A,BRD-K19220233,MCF10A,0.8220652490246269
4738,cvae,BRD-K19220233,HS578T,BRD-K19220233,MDAMB231,0.8326099189727725
4739,cvae,BRD-K70511574,MDAMB231,BRD-K19220233,MDAMB231,0.8328958655787078
4740,cvae,BRD-K19220233,MDAMB231,BRD-K19220233,MDAMB231,0.8328669893395044
4741,Sagittarius,BRD-K19220233,HS578T,BRD-K19220233,MDAMB231,0.8969447559893327
4742,Sagittarius,BRD-K70511574,MDAMB231,BRD-K19220233,MDAMB231,0.8969238396374799
4743,Sagittarius,BRD-K19220233,MDAMB231,BRD-K19220233,MDAMB231,0.8963422483195066
4744,cvae,BRD-K19220233,HS578T,BRD-K19220233,SKBR3,0.7660499053892665
4745,cvae,BRD-K49075727,SKBR3,BRD-K19220233,SKBR3,0.7655889246448113
4746,cvae,BRD-K19220233,SKBR3,BRD-K19220233,SKBR3,0.7657824249522933
4747,Sagittarius,BRD-K19220233,HS578T,BRD-K19220233,SKBR3,0.8426945895324378
4748,Sagittarius,BRD-K49075727,SKBR3,BRD-K19220233,SKBR3,0.8428018523818817
4749,Sagittarius,BRD-K19220233,SKBR3,BRD-K19220233,SKBR3,0.8415398863252401
4750,cvae,BRD-K19284129,HELA,BRD-K19284129,HELA,0.8422999497346906
4751,cvae,BRD-A31521121,HELA,BRD-K19284129,HELA,0.8423851160394753
4752,cvae,BRD-K19284129,HELA,BRD-K19284129,HELA,0.8423069026097008
4753,Sagittarius,BRD-K19284129,HELA,BRD-K19284129,HELA,0.9729000856659626
4754,Sagittarius,BRD-A31521121,HELA,BRD-K19284129,HELA,0.9730860045174832
4755,Sagittarius,BRD-K19284129,HELA,BRD-K19284129,HELA,0.9733109659429774
4756,cvae,BRD-K19295594,TMD8,BRD-K19295594,BJAB,0.6966795641001486
4757,cvae,BRD-A61304759,BJAB,BRD-K19295594,BJAB,0.6942043341823945
4758,Sagittarius,BRD-K19295594,TMD8,BRD-K19295594,BJAB,0.8417816077714004
4759,Sagittarius,BRD-A61304759,BJAB,BRD-K19295594,BJAB,0.8428952864504009
4760,cvae,BRD-K19295594,MINO,BRD-K19295594,MINO,0.7470185908396552
4761,cvae,BRD-K87782578,MINO,BRD-K19295594,MINO,0.7466793238924281
4762,cvae,BRD-K19295594,MINO,BRD-K19295594,MINO,0.7469777523201069
4763,Sagittarius,BRD-K19295594,MINO,BRD-K19295594,MINO,0.7843946556020684
4764,Sagittarius,BRD-K87782578,MINO,BRD-K19295594,MINO,0.7880988510765305
4765,Sagittarius,BRD-K19295594,MINO,BRD-K19295594,MINO,0.7843554783321764
4766,cvae,BRD-K19295594,MINO,BRD-K19295594,THP1,0.7330982102767354
4767,cvae,BRD-K72703948,THP1,BRD-K19295594,THP1,0.731861432356778
4768,Sagittarius,BRD-K19295594,MINO,BRD-K19295594,THP1,0.8922314635951346
4769,Sagittarius,BRD-K72703948,THP1,BRD-K19295594,THP1,0.8926349548389282
4770,cvae,BRD-K19295594,TMD8,BRD-K19295594,TMD8,0.6862713218747603
4771,cvae,BRD-K77503770,TMD8,BRD-K19295594,TMD8,0.6874335937097366
4772,cvae,BRD-K19295594,TMD8,BRD-K19295594,TMD8,0.6854936517845873
4773,Sagittarius,BRD-K19295594,TMD8,BRD-K19295594,TMD8,0.8376712399629653
4774,Sagittarius,BRD-K77503770,TMD8,BRD-K19295594,TMD8,0.8377959106563002
4775,Sagittarius,BRD-K19295594,TMD8,BRD-K19295594,TMD8,0.8371974759344737
4776,cvae,BRD-K19352500,HELA,BRD-K19352500,A549,0.8445125354403402
4777,cvae,BRD-K09907482,A549,BRD-K19352500,A549,0.844813452535458
4778,cvae,BRD-K19352500,A549,BRD-K19352500,A549,0.8441028738406795
4779,Sagittarius,BRD-K19352500,HELA,BRD-K19352500,A549,0.924088895483145
4780,Sagittarius,BRD-K09907482,A549,BRD-K19352500,A549,0.9231835529048912
4781,Sagittarius,BRD-K19352500,A549,BRD-K19352500,A549,0.9247419526068053
4782,cvae,BRD-K19352500,HELA,BRD-K19352500,HELA,0.8354135888515756
4783,cvae,BRD-K18850819,HELA,BRD-K19352500,HELA,0.8359524815635124
4784,cvae,BRD-K19352500,HELA,BRD-K19352500,HELA,0.8350605829207026
4785,Sagittarius,BRD-K19352500,HELA,BRD-K19352500,HELA,0.9670902273884536
4786,Sagittarius,BRD-K18850819,HELA,BRD-K19352500,HELA,0.9670386196095488
4787,Sagittarius,BRD-K19352500,HELA,BRD-K19352500,HELA,0.9671124329726656
4788,cvae,BRD-K19352500,HELA,BRD-K19352500,MCF7,0.8092953896813524
4789,cvae,BRD-K66538826,MCF7,BRD-K19352500,MCF7,0.8095391379803756
4790,cvae,BRD-K19352500,MCF7,BRD-K19352500,MCF7,0.8097785182831976
4791,Sagittarius,BRD-K19352500,HELA,BRD-K19352500,MCF7,0.9428041428538984
4792,Sagittarius,BRD-K66538826,MCF7,BRD-K19352500,MCF7,0.9428115511293936
4793,Sagittarius,BRD-K19352500,MCF7,BRD-K19352500,MCF7,0.9428744156385964
4794,cvae,BRD-K29359156,HELA,BRD-K19388745,HELA,0.831286012036081
4795,Sagittarius,BRD-K29359156,HELA,BRD-K19388745,HELA,0.9698591970331184
4796,cvae,BRD-K19416115,MCF7,BRD-K19416115,MCF7,0.7900345853577623
4797,cvae,BRD-K44876623,MCF7,BRD-K19416115,MCF7,0.7905880252288535
4798,cvae,BRD-K19416115,MCF7,BRD-K19416115,MCF7,0.7904511421056112
4799,Sagittarius,BRD-K19416115,MCF7,BRD-K19416115,MCF7,0.9128075350743844
4800,Sagittarius,BRD-K44876623,MCF7,BRD-K19416115,MCF7,0.9123442644993214
4801,Sagittarius,BRD-K19416115,MCF7,BRD-K19416115,MCF7,0.9130030750629116
4802,cvae,BRD-K19477839,YAPC,BRD-K19477839,A375,0.7417734797635894
4803,cvae,BRD-K64800655,A375,BRD-K19477839,A375,0.7420309791617641
4804,Sagittarius,BRD-K19477839,YAPC,BRD-K19477839,A375,0.8317901368095822
4805,Sagittarius,BRD-K64800655,A375,BRD-K19477839,A375,0.8303747998515761
4806,cvae,BRD-K19477839,YAPC,BRD-K19477839,HA1E,0.7827542838128558
4807,cvae,BRD-K59317601,HA1E,BRD-K19477839,HA1E,0.7824688182637711
4808,cvae,BRD-K19477839,HA1E,BRD-K19477839,HA1E,0.7828859330375664
4809,Sagittarius,BRD-K19477839,YAPC,BRD-K19477839,HA1E,0.8291436991151293
4810,Sagittarius,BRD-K59317601,HA1E,BRD-K19477839,HA1E,0.8306827795739337
4811,Sagittarius,BRD-K19477839,HA1E,BRD-K19477839,HA1E,0.8293731632327429
4812,cvae,BRD-K19477839,HA1E,BRD-K19477839,HELA,0.7902161811117211
4813,cvae,BRD-K27938825,HELA,BRD-K19477839,HELA,0.789638938547675
4814,cvae,BRD-K19477839,HELA,BRD-K19477839,HELA,0.7891542898061829
4815,Sagittarius,BRD-K19477839,HA1E,BRD-K19477839,HELA,0.895826478406843
4816,Sagittarius,BRD-K27938825,HELA,BRD-K19477839,HELA,0.8956458704229502
4817,Sagittarius,BRD-K19477839,HELA,BRD-K19477839,HELA,0.8969251673543868
4818,cvae,BRD-K19477839,YAPC,BRD-K19477839,HT29,0.7586189368388327
4819,cvae,BRD-K42191735,HT29,BRD-K19477839,HT29,0.758435615694304
4820,cvae,BRD-K19477839,HT29,BRD-K19477839,HT29,0.7583822312120987
4821,Sagittarius,BRD-K19477839,YAPC,BRD-K19477839,HT29,0.8598540092519035
4822,Sagittarius,BRD-K42191735,HT29,BRD-K19477839,HT29,0.8607596917769984
4823,Sagittarius,BRD-K19477839,HT29,BRD-K19477839,HT29,0.8596850300156065
4824,cvae,BRD-K19477839,HT29,BRD-K19477839,MCF7,0.766714738784623
4825,cvae,BRD-K19687926,MCF7,BRD-K19477839,MCF7,0.7658428328645135
4826,Sagittarius,BRD-K19477839,HT29,BRD-K19477839,MCF7,0.9073083240685528
4827,Sagittarius,BRD-K19687926,MCF7,BRD-K19477839,MCF7,0.906457122835282
4828,cvae,BRD-K19477839,HT29,BRD-K19477839,PC3,0.7630617277590372
4829,cvae,BRD-K12787259,PC3,BRD-K19477839,PC3,0.7635265248878387
4830,Sagittarius,BRD-K19477839,HT29,BRD-K19477839,PC3,0.8515366004503886
4831,Sagittarius,BRD-K12787259,PC3,BRD-K19477839,PC3,0.8508415310284654
4832,cvae,BRD-K19477839,HELA,BRD-K19477839,YAPC,0.7868962153647647
4833,cvae,BRD-K57080016,YAPC,BRD-K19477839,YAPC,0.786323308726463
4834,cvae,BRD-K19477839,YAPC,BRD-K19477839,YAPC,0.7872415308001236
4835,Sagittarius,BRD-K19477839,HELA,BRD-K19477839,YAPC,0.8138589579414499
4836,Sagittarius,BRD-K57080016,YAPC,BRD-K19477839,YAPC,0.8162668527283388
4837,Sagittarius,BRD-K19477839,YAPC,BRD-K19477839,YAPC,0.8143315995039573
4838,cvae,BRD-K19540840,MCF7,BRD-K19540840,A375,0.806040283226005
4839,cvae,BRD-K57080016,A375,BRD-K19540840,A375,0.8060271920655844
4840,cvae,BRD-K19540840,A375,BRD-K19540840,A375,0.8058589376216085
4841,Sagittarius,BRD-K19540840,MCF7,BRD-K19540840,A375,0.8981874733578692
4842,Sagittarius,BRD-K57080016,A375,BRD-K19540840,A375,0.8984525420964994
4843,Sagittarius,BRD-K19540840,A375,BRD-K19540840,A375,0.8982229368688763
4844,cvae,BRD-K19540840,TMD8,BRD-K19540840,A549,0.8570419689839046
4845,cvae,BRD-K21672174,A549,BRD-K19540840,A549,0.8573279027616572
4846,cvae,BRD-K19540840,A549,BRD-K19540840,A549,0.8569698617690839
4847,Sagittarius,BRD-K19540840,TMD8,BRD-K19540840,A549,0.9493313466925472
4848,Sagittarius,BRD-K21672174,A549,BRD-K19540840,A549,0.9486417869750832
4849,Sagittarius,BRD-K19540840,A549,BRD-K19540840,A549,0.94818498821818
4850,cvae,BRD-K19540840,THP1,BRD-K19540840,BJAB,0.7027134409317254
4851,cvae,BRD-A28746609,BJAB,BRD-K19540840,BJAB,0.7034250587093005
4852,cvae,BRD-K19540840,BJAB,BRD-K19540840,BJAB,0.7025071124415676
4853,Sagittarius,BRD-K19540840,THP1,BRD-K19540840,BJAB,0.8442216948827141
4854,Sagittarius,BRD-A28746609,BJAB,BRD-K19540840,BJAB,0.8452563711987058
4855,Sagittarius,BRD-K19540840,BJAB,BRD-K19540840,BJAB,0.8447707282730561
4856,cvae,BRD-K19540840,SKBR3,BRD-K19540840,BT20,0.7566992570282198
4857,cvae,BRD-K64890080,BT20,BRD-K19540840,BT20,0.7567124315718279
4858,cvae,BRD-K19540840,BT20,BRD-K19540840,BT20,0.7569094852859111
4859,Sagittarius,BRD-K19540840,SKBR3,BRD-K19540840,BT20,0.8278652809142062
4860,Sagittarius,BRD-K64890080,BT20,BRD-K19540840,BT20,0.826876394796276
4861,Sagittarius,BRD-K19540840,BT20,BRD-K19540840,BT20,0.8277986128488399
4862,cvae,BRD-K19540840,MDAMB231,BRD-K19540840,HA1E,0.848032312960655
4863,cvae,BRD-K28392481,HA1E,BRD-K19540840,HA1E,0.8478054722063986
4864,Sagittarius,BRD-K19540840,MDAMB231,BRD-K19540840,HA1E,0.888188353948469
4865,Sagittarius,BRD-K28392481,HA1E,BRD-K19540840,HA1E,0.8942689381931681
4866,cvae,BRD-K19540840,MDAMB231,BRD-K19540840,HELA,0.8342020888655808
4867,cvae,BRD-A10977446,HELA,BRD-K19540840,HELA,0.8346311466774472
4868,Sagittarius,BRD-K19540840,MDAMB231,BRD-K19540840,HELA,0.9659482433243788
4869,Sagittarius,BRD-A10977446,HELA,BRD-K19540840,HELA,0.9654299719160936
4870,cvae,BRD-K19540840,SKBR3,BRD-K19540840,HS578T,0.8323777096240665
4871,cvae,BRD-K12502280,HS578T,BRD-K19540840,HS578T,0.8319217062144894
4872,cvae,BRD-K19540840,HS578T,BRD-K19540840,HS578T,0.8317922249526511
4873,Sagittarius,BRD-K19540840,SKBR3,BRD-K19540840,HS578T,0.8290800905713314
4874,Sagittarius,BRD-K12502280,HS578T,BRD-K19540840,HS578T,0.8291651157661066
4875,Sagittarius,BRD-K19540840,HS578T,BRD-K19540840,HS578T,0.8293611881242151
4876,cvae,BRD-K19540840,HT29,BRD-K19540840,HT29,0.7669946176601525
4877,cvae,BRD-K11153516,HT29,BRD-K19540840,HT29,0.7665198017206813
4878,cvae,BRD-K19540840,HT29,BRD-K19540840,HT29,0.7662865340469045
4879,Sagittarius,BRD-K19540840,HT29,BRD-K19540840,HT29,0.8836822431185766
4880,Sagittarius,BRD-K11153516,HT29,BRD-K19540840,HT29,0.8831976585179979
4881,Sagittarius,BRD-K19540840,HT29,BRD-K19540840,HT29,0.8817437122935214
4882,cvae,BRD-K19540840,THP1,BRD-K19540840,MCF10A,0.7933110571513564
4883,cvae,BRD-A24396574,MCF10A,BRD-K19540840,MCF10A,0.793207334880331
4884,Sagittarius,BRD-K19540840,THP1,BRD-K19540840,MCF10A,0.8335408922600127
4885,Sagittarius,BRD-A24396574,MCF10A,BRD-K19540840,MCF10A,0.8323801533928661
4886,cvae,BRD-K19540840,A375,BRD-K19540840,MCF7,0.7912860258905183
4887,cvae,BRD-K44876623,MCF7,BRD-K19540840,MCF7,0.7911762038186306
4888,cvae,BRD-K19540840,MCF7,BRD-K19540840,MCF7,0.7912462777664973
4889,Sagittarius,BRD-K19540840,A375,BRD-K19540840,MCF7,0.9384934758011632
4890,Sagittarius,BRD-K44876623,MCF7,BRD-K19540840,MCF7,0.939213951438876
4891,Sagittarius,BRD-K19540840,MCF7,BRD-K19540840,MCF7,0.9393054163813548
